1000	0.003333	0.012748	0.000237	0.003096	0.000905	0.011843
2000	0.003769	0.014026	0.000494	0.003275	0.00102	0.013006
3000	0.00419	0.015309	0.000762	0.003428	0.001276	0.014033
4000	0.004651	0.016006	0.001009	0.003642	0.001021	0.014985
5000	0.005107	0.013324	0.001338	0.003769	0.001828	0.011496
6000	0.0054	0.017126	0.001536	0.003864	0.000987	0.016139
7000	0.006027	0.016735	0.002046	0.003981	0.001269	0.015466
8000	0.006008	0.018267	0.002114	0.003894	0.001024	0.017243
9000	0.006476	0.013925	0.002426	0.00405	0.002944	0.010981
10000	0.006678	0.014367	0.002693	0.003985	0.000987	0.01338
11000	0.006915	0.017719	0.002923	0.003992	0.0012	0.016519
12000	0.007191	0.0193	0.003154	0.004037	0.000996	0.018304
13000	0.007605	0.016795	0.003474	0.004131	0.00176	0.015035
14000	0.008306	0.019003	0.004083	0.004223	0.000991	0.018012
15000	0.008241	0.018739	0.003956	0.004285	0.00124	0.017499
16000	0.008352	0.020317	0.004228	0.004124	0.000994	0.019323
17000	0.008899	0.015852	0.004656	0.004243	0.005319	0.010533
18000	0.009154	0.013723	0.00487	0.004284	0.00099	0.012733
19000	0.009489	0.014553	0.005145	0.004344	0.001236	0.013317
20000	0.009964	0.015884	0.005577	0.004387	0.000996	0.014888
21000	0.01031	0.013333	0.005656	0.004654	0.001766	0.011567
22000	0.010324	0.020317	0.005994	0.00433	0.000885	0.019432
23000	0.010761	0.020682	0.006331	0.00443	0.001245	0.019437
24000	0.011008	0.022027	0.006594	0.004414	0.000994	0.021033
25000	0.01128	0.018092	0.006727	0.004553	0.002981	0.015111
26000	0.011596	0.018083	0.00709	0.004506	0.000994	0.017089
27000	0.011987	0.020303	0.007435	0.004552	0.00122	0.019083
28000	0.012611	0.021582	0.007896	0.004715	0.000996	0.020586
29000	0.012814	0.018744	0.008155	0.004659	0.001767	0.016977
30000	0.013093	0.021208	0.008528	0.004565	0.000991	0.020217
31000	0.013438	0.021685	0.008595	0.004843	0.001296	0.020389
32000	0.013604	0.022719	0.009015	0.004589	0.001	0.021719
33000	0.014072	0.021311	0.009372	0.0047	0.01041	0.010901
34000	0.015036	0.014061	0.009989	0.005047	0.001025	0.013036
35000	0.015174	0.0147	0.010127	0.005047	0.001274	0.013426
36000	0.015669	0.016119	0.010491	0.005178	0.001028	0.015091
37000	0.015976	0.01362	0.011017	0.004959	0.002018	0.011602
38000	0.016547	0.017189	0.011416	0.005131	0.001014	0.016175
39000	0.016744	0.017211	0.011651	0.005093	0.001293	0.015918
40000	0.016973	0.018716	0.012011	0.004962	0.001016	0.0177
41000	0.017692	0.014354	0.012586	0.005106	0.003025	0.011329
42000	0.017996	0.014942	0.012525	0.005471	0.001041	0.013901
